AB_I_O,AB_PHI_O,AB_I_DO,AB_PHI_DO,CD_I_O,CD_PHI_O,CD_I_DO,CD_PHI_DO,label
-0.5034744599452627,-0.4054725343901221,0.10758984322600051,0.23596640952192593,-0.6078789133701541,-1.2770818506829196,-0.10107680920199924,-0.5467176640646534,0
-0.4994280808620585,-0.5311403784300175,0.10084991567315121,0.2744712492971411,-0.5779015790572033,-1.0918635548535613,-0.1003821800575827,-0.5932006966176058,0
-0.4971692655867522,-0.6589521695710006,0.09459183439290463,0.30694267838814665,-0.5502638578344028,-0.940628227122187,-0.0984693521404108,-0.6255471462842834,0
-0.49618788232133415,-0.7871067955793498,0.08887383879584872,0.3322507078694726,-0.5253913635186847,-0.8307260322286789,-0.09573830290808255,-0.642498864267395,0
-0.49576842811620775,-0.9138174388148098,0.08371737392330245,0.3496123215630346,-0.5035101536067027,-0.7676405882564452,-0.0926347172693276,-0.6437953959240048,0
-0.4950482117025377,-1.03729171778829,0.07911228973932719,0.35864472192094266,-0.484646045254357,-0.7545910127714436,-0.08961476322992679,-0.6301381844442434,0
-0.493097242074195,-1.1557091547630405,0.07502794970634598,0.35938616873817747,-0.4686383298106218,-0.7922119859953707,-0.08710941903996239,-0.6030935945585773,0
-0.48901193436346796,-1.2672034711853697,0.07142795922370292,0.35228202649706225,-0.45516447116103836,-0.8783547461358372,-0.08549289777107177,-0.5649482491355653,0
-0.48201229053645134,-1.3698580417586732,0.06828551834071742,0.3381379624225201,-0.44377210069546313,-1.0080486959382606,-0.08505882927529063,-0.5185319605085411,0
-0.4715311280661972,-1.4617221506477365,0.06559624287914993,0.3180462995035215,-0.4339150724547365,-1.1736520593182886,-0.08600637017935586,-0.4670235959041816,0
-0.45728442370002137,-1.5408532316677197,0.06338570742079067,0.29329463533537137,-0.4249911850960492,-1.365202320470279,-0.08843664370167892,-0.4137538193200313,0
-0.4393138722802945,-1.6053861592279612,0.06170986787898142,0.2652674715273239,-0.4163800254514749,-1.570955869768236,-0.09235822985913955,-0.3620162014000171,0
-0.41799606088063607,-1.653625480448172,0.06064776197964529,0.23535153144691412,-0.4074799331960298,-1.7780848390757016,-0.09769916019397668,-0.3148951624956642,0
-0.3940167549251731,-1.6841512427393284,0.06028724509075899,0.20485379301469628,-0.39774317881977106,-1.9734808833831123,-0.10432224345722912,-0.27511609156053923,0
-0.3683130888299995,-1.695924943748029,0.06070575980338967,0.17493844356464167,-0.3867081286730133,-2.1446032711164347,-0.11204064000331704,-0.24492021772023856,0
-0.3419903421996636,-1.6883801918654735,0.0619490521440366,0.14658557342174172,-0.37402665687036957,-2.2803034691637323,-0.12063133458108272,-0.22596481104478186,0
-0.3162229481625566,-1.6614836622171991,0.0640111913278465,0.12057111247928098,-0.35948466721808453,-2.371560470759306,-0.12984531571762897,-0.21924832894825932,0
-0.29215106074175634,-1.6157560011203354,0.0668191642899176,0.09746484502620001,-0.3430135951943816,-2.4120694075703426,-0.13941456354531045,-0.22506023726733626,0
-0.27078422788363776,-1.5522488701714676,0.07022473140610132,0.07764168587780301,-0.32469132157821606,-2.398638969178467,-0.14905707737030482,-0.24295619430479415,0
-0.252922498489761,-1.4724821282707876,0.07400525470415625,0.06130089597074788,-0.30473201573071407,-2.3313691161476733,-0.1584818914240924,-0.2717606702746555,0
