AB_I_O,AB_PHI_O,AB_I_DO,AB_PHI_DO,CD_I_O,CD_PHI_O,CD_I_DO,CD_PHI_DO,label
-0.19829131305901987,0.33567683239142215,-0.5607903739130377,-0.056041722014812605,0.46023131128175787,0.27111940248817856,-0.6458922178896022,0.19880432000907883,0
-0.1956510344273471,0.2972101412259164,-0.5807118248636057,-0.032169541359748685,0.52455319301852,0.2082838723204346,-0.6813699608112771,0.20213628302972972,0
-0.1927904086541056,0.2750414060548434,-0.6004456398919743,-0.012369808647391935,0.5851489867436354,0.16278112199298023,-0.7166322466326398,0.19475822401368878,0
-0.18994310363585845,0.27157290565377107,-0.619750549246836,0.002191503044548855,0.6410919133194516,0.13381602534162018,-0.7509975044139598,0.17693833576586498,0
-0.18740127552973,0.2880430077972856,-0.638379271098548,0.010818172846070097,0.6914338101835019,0.11998268715237503,-0.7837483606077388,0.14942862468306947,0
-0.1854841298665586,0.3244195748281496,-0.656092944612363,0.013304053346409994,0.735206843242304,0.11954739730622349,-0.8141486870583321,0.11342864192598293,0
-0.1845022439312148,0.3793802567071954,-0.6726737059399472,0.009918401911042832,0.7714380539706966,0.13072771632731317,-0.8414632410935179,0.07052524636907176,0
-0.18472201775725217,0.45038115603259377,-0.6879343409513156,0.0013595763165846417,0.7991779118369119,0.15193299508950708,-0.8649798652513814,0.022612029909437163,0
-0.18633466710617594,0.5338075779175973,-0.7017244528470336,-0.011317643222795624,0.8175410633625527,0.1819394577755486,-0.8840336735222344,-0.02820701952790554,0
-0.18943357510769537,0.6251940996069422,-0.7139330711886038,-0.02679438816097917,0.8257548152372407,0.2199829150186126,-0.8980320727739034,-0.07972412342015993,0
-0.19400264942030593,0.7194966801190523,-0.7244880444471449,-0.04359201281879638,0.8232091505271036,0.2657628230120562,-0.9064790087485337,-0.12973840239755535,0
-0.1999167650777436,0.8113971962161154,-0.7333528678873832,-0.06018030253016067,0.8095016025414765,0.3193617088985517,-0.9089966101629624,-0.17616422091552492,0
-0.2069536645039853,0.8956204280066568,-0.7405217906673656,-0.07508171971235233,0.7844711402399257,0.3810931950708861,-0.9053424917725157,-0.21713107358338932,0
-0.2148151241587621,0.9672446213367807,-0.746014121818735,-0.08696468665693734,0.7482171036999823,0.4512994223510389,-0.895421354129692,-0.2510697251400489,0
-0.22315404620511578,1.021988688552444,-0.7498686224684964,-0.09472033297908858,0.701101701387211,0.5301241368629499,-0.8792901027129862,-0.27678045780693705,0
-0.23160357834113215,1.0564612793636816,-0.7521387435830312,-0.09751898126020186,0.6437370689176048,0.6172906376443041,-0.857156372286083,-0.2934804969974726,0
-0.23980447884125267,1.0683589690079653,-0.7528892586383156,-0.09484466980317348,0.5769598582426421,0.7119137725879447,-0.8293709422828153,-0.3008287799950741,0
-0.24742767955144543,1.0566025938134338,-0.7521945642238514,-0.08650793458694225,0.5017974206410805,0.8123719211170926,-0.7964149533222693,-0.29892710564453767,0
-0.25419019705037715,1.0214025520982237,-0.7501386000108753,-0.0726386335068527,0.4194297572254546,0.9162584246881573,-0.758883029187023,-0.2882973958357703,0
-0.2598639555504453,0.9642461191609957,-0.7468160071869514,-0.05366161687889933,0.33115066712305286,1.0204227611279733,-0.7174633853639777,-0.2698354943739547,0
-0.2642784300463249,0.8878029762410811,-0.7423338508996952,-0.030258470668103735,0.23833024421405125,1.121101027653408,-0.6729158334670489,-0.24474290347862726,0
-0.2673190323525398,0.7957495993771311,-0.7368130342268042,-0.003318473183743134,0.14237948102501924,1.2141245284808557,-0.6260483720752461,-0.2144393489358695,0
-0.26892365949200575,0.6925190129887081,-0.7303884791490833,0.026118457431666388,0.04471664128309483,1.2951860999951308,-0.5776928913665575,-0.18046110769622195,0
-0.2690797261940479,0.5829893846459255,-0.723207275878368,0.05692439681277876,-0.053265462442002476,1.3601376677803114,-0.528680480299046,-0.14435238982364124,0
-0.26782335493913945,0.47213225518963353,-0.715424309470768,0.08794929484600444,-0.15023201292376118,1.4052902619632517,-0.47981692510489976,-0.10755924991956797,0
-0.2652413528950771,0.36464774955151674,-0.7071953299441095,0.11808749634576313,-0.24493857275702502,1.427689397178573,-0.43185918942581325,-0.07133686316551976,0
-0.26147539988449847,0.2646186553170007,-0.6986679699083316,0.1463417006955946,-0.3362622849867639,1.425343679447532,-0.3854938955067569,-0.036680920619203444,0
-0.2567267719858546,0.1752166489274129,-0.6899717356508032,0.17188042995786187,-0.42322981984223274,1.397391473859323,-0.34131898866283367,-0.004291991000525474,0
-0.251259174719787,0.09849139435942907,-0.6812083994813137,0.19408450502616437,-0.5050392802130382,1.3441978881975747,-0.2998297784266385,0.025422069954148398,0
-0.24539702963892615,0.03526649507237605,-0.6724444119532793,0.21257794843688405,-0.5810731278642961,1.2673807437861995,-0.26141036385848465,0.05230581092577586,0
-0.2395169190358625,-0.014844214686401201,-0.6637068733880579,0.2272394059189163,-0.6508997055965358,1.1697686779610559,-0.22633107550872147,0.07638399122346999,0
-0.23403080275259003,-0.05329968994512965,-0.6549842424821195,0.2381917112243861,-0.7142620612988555,1.0552968273822643,-0.1947520568806828,0.09776891167891452,0
-0.22936092733177663,-0.08238777029592548,-0.6462323564538348,0.24576949847291552,-0.771054349575176,0.9288461139744127,-0.16673254788911276,0.11656249895833055,0
-0.22590781602118493,-0.10490122333181182,-0.6373855821547741,0.2504674792802661,-0.8212878143764843,0.7960318960342185,-0.14224491631167507,0.1327697676161182,0
-0.22401408402643985,-0.12377077406309021,-0.6283721342635399,0.252874702652647,-0.8650499246777723,0.6629477283197301,-0.12119209375497107,0.14623885344673443,0
-0.22392780761183323,-0.14169780465866744,-0.6191319180209215,0.25360231028169294,-0.9024613617658785,0.5358710766640176,-0.10342686140247465,0.156638700840558,0
-0.2257695989814856,-0.160829557925382,-0.6096347966982183,0.253213538207279,-0.9336360313233132,0.4209404344713872,-0.08877141062026213,0.16347939098989678,0
-0.22950732195886847,-0.18251412695464617,-0.5998970267593637,0.25216469401277575,-0.9586489902919272,0.32381718442113283,-0.07703575389018791,0.1661731120134259,0
-0.23494156800022975,-0.2071619388027175,-0.5899937723885987,0.25076447534110113,-0.9775161653382762,0.24935005623474404,-0.06803383590805667,0.16412714024765412,0
-0.24170374696980657,-0.23422632534214502,-0.5800660747467425,0.24915645315664597,-0.9901881470455802,0.20126412339130156,-0.06159653459439636,0.15685505991526683,0
-0.24926715853091358,-0.2623001666785043,-0.5703213300277482,0.24732620565432525,-0.996558401730077,0.18189878164492213,-0.05758109486936264,0.1440896100345388,0
-0.2569699579334502,-0.28931076883281776,-0.5610271120868184,0.2451309960442346,-0.9964842312023451,0.19201908910025545,-0.05587686542419615,0.12588036055235247,0
-0.2640477558791777,-0.3127832447861223,-0.5524989374444187,0.24234663191055317,-0.9898170340753053,0.23072175558158958,-0.05640748462381616,0.10266173119559534,0
-0.26967286826249387,-0.33013539729440583,-0.5450832028534728,0.23872376086203978,-0.9764371566213645,0.2954510307581103,-0.059129873735033436,0.07528110310927047,0
-0.27299702488577626,-0.3389654205604524,-0.5391369519701241,0.23404473524674388,-0.9562880585632343,0.3821312989086335,-0.0640305426326808,0.044982102387151834,0
-0.27319460852613026,-0.3372976907775179,-0.5350063165007786,0.22817248387071482,-0.929404740408111,0.4854132473519317,-0.071119798753976,0.01334365945660413,0
-0.2695040839510541,-0.32376060379980787,-0.5330054399924178,0.22108446629368,-0.8959323519306686,0.5990201429234432,-0.08042447888138503,-0.01781960630840755,0
-0.2612659950585804,-0.29768221396595,-0.533397472979777,0.21288743213305591,-0.8561324825480144,0.7161711347257651,-0.09197980255402341,-0.04658628309803177,0
-0.24795655837188263,-0.25910228723205225,-0.5363788887103226,0.2038118881499213,-0.8103765754103769,0.8300505740641386,-0.10582088939489265,-0.07107443536170877,0
-0.22921630672380425,-0.20871117138100087,-0.5420679744177185,0.19418834006228045,-0.7591278881962495,0.9342869005444119,-0.12197440974942525,-0.08959213645234185,0
-0.20487336159676922,-0.14773475795497615,-0.5504979591772445,0.18440998603749353,-0.702915117456303,1.0234022938567369,-0.1404507685382425,-0.10077912193000597,0
-0.1749607584119207,-0.07778954461753299,-0.5616148822175716,0.1748881730192557,-0.6423019436142441,1.093195418823908,-0.16123717105143806,-0.10372735345207046,0
-0.13972693078409557,-0.0007320118813340104,-0.5752799999421533,0.1660073736535917,-0.5778571786465467,1.141024308626916,-0.18429189196554155,-0.09807000666058113,0
-0.09963814927954812,0.08147732729076987,-0.5912762742529096,0.15808572919699798,-0.5101298692898029,1.1659645132026442,-0.20954005862026281,-0.08403078592344793,0
-0.055371586641856874,0.16688158678368745,-0.6093182722270358,0.15134556738485289,-0.43963271746029603,1.1688284861661864,-0.23687124664162107,-0.06242844875165529,0
-0.0077978843307005,0.2536012933258839,-0.6290646340519745,0.14589613224351616,-0.3668357408324087,1.1520448362136761,-0.26613913732392613,-0.034634910851119846,0
0.04204731392382849,0.3398763737327927,-0.6501321372842944,0.1417285333904773,-0.29217050051832405,1.1194092711803774,-0.29716336556881384,-0.0024891417704496974,0
0.09300245602840407,0.42408424437852865,-0.6721103173844272,0.13872110232049156,-0.21604375832631723,1.0757313429672744,-0.32973347422021404,0.03182702707627433,0
0.14382824641942893,0.5047449593917043,-0.6945756203327351,0.13665226855027032,-0.13885831513061622,1.0264109249820412,-0.3636145948321986,0.06594148577815853,0
0.1932621732910207,0.5805244082626573,-0.7171041831724895,0.13521786359783622,-0.06103814633356219,0.9769843811289544,-0.3985541383036518,0.0974603754837878,0
0.24007576834500166,0.6502439853190759,-0.739282570184133,0.13405032671562117,0.016945203228950212,0.9326817608926542,-0.43428847221902944,0.12413863907732875,0
0.2831304760308314,0.7129008817207163,-0.76071612218958,0.13273835023861047,0.09454777686625054,0.8980329058037602,-0.47054837352929924,0.14403872941378956,0
0.3214280602025289,0.7676983083832654,-0.7810349639639269,0.13084669995155818,0.17113229338528024,0.8765526670507864,-0.507062058795571,0.15566523057601514,0
0.35415207876070426,0.814080671883159,-0.7998980974617866,0.12793690754694584,0.24595307390788118,0.8705248171353213,-0.5435548600035656,0.15806604921327833,0
0.3806980055308033,0.851765888308687,-0.816996314329848,0.1235899661582135,0.31814834320317603,0.8808924906617833,-0.5797451276517823,0.1508944913243525,0
0.400690880249195,0.8807661269829152,-0.8320548243755437,0.11743192663869605,0.38674120267104883,0.9072520274491106,-0.6153366396878138,0.1344302983181459,0
0.413990684610766,0.9013893768152548,-0.8448364734834009,0.10916243698729644,0.45065042488697993,0.9479385412079384,-0.6500085600941408,0.10956094583875489,0
0.42068674324022537,0.9142169810644893,-0.8551462046414023,0.09858499821407248,0.5087120412146037,1.0001864107585692,-0.6834046799235715,0.07772676605869017,0
0.4210831624089757,0.9200560719857367,-0.8628370299001406,0.08563634675353626,0.5597123268352466,1.0603463811176435,-0.7151241402795898,0.040834605638737156,0
0.4156775763675136,0.919869926379848,-0.8678172979853161,0.07041126943489467,0.6024321016027866,1.1241423929108225,-0.7447159682628016,0.0011450002685195367,0
0.4051353086871375,0.914692970677321,-0.8700585546268087,0.05317860976000795,0.6357012174278953,1.1869542694773676,-0.7716795038867706,-0.03886226239466874,0
0.3902605991968717,0.9055399297848283,-0.8696028989178951,0.034384413813915125,0.6584607636119637,1.2441153475317144,-0.7954721832561354,-0.0766392040972693,0
0.37196597301178247,0.8933200704506223,-0.8665685239020151,0.014639122189182216,0.6698290703308284,1.2912156132225903,-0.8155252606126664,-0.10973153401327615,0
0.35124031677235873,0.8787675015395912,-0.8611521439952202,-0.00531267418182968,0.6691662961363198,1.3244000854955527,-0.8312670350493168,-0.13594383025116025,0
0.3291159139336501,0.8623971130490821,-0.8536272602334847,-0.024639360470091014,0.6561315537690979,1.340649136217554,-0.8421521528590075,-0.1534981409876282,0
0.30663463679128283,0.8444931385014665,-0.8443376552941355,-0.042483586854038066,0.6307264212109435,1.3380231561294191,-0.8476947290020234,-0.16117370384872565,0
0.2848136774703375,0.8251337713896215,-0.8336860669899636,-0.05803300646707148,0.5933194494205749,1.315850183500464,-0.8475024800058256,-0.1584139112369031,0
0.2646115346790784,0.8042510747988669,-0.8221185653155908,-0.07059418827074682,0.544647912281266,1.2748337422533353,-0.8413088442342761,-0.1453868489677097,0
0.24689533004543834,0.7817209619444644,-0.8101056578054788,-0.0796624957269496,0.4857953816120961,1.217060760151971,-0.8290001905156706,-0.12298835078272638,0
0.23241078235858487,0.7574737137553295,-0.7981214943551835,-0.08498052863773117,0.4181464251077035,1.1458967958764341,-0.8106356445564916,-0.09278166508139823,0
0.2217562388915469,0.7316118087748875,-0.7866226952094759,-0.08657830871570614,0.34332238178258667,1.0657675101802064,-0.7864577225157918,-0.05687503580570023,0
0.21536203120034358,0.7045192720906852,-0.7760282849673737,-0.08478971286917004,0.26310432501093145,0.9818397693026727,-0.756892764101188,-0.017746698505902714,0
0.21347612526129484,0.6769457830638702,-0.7667020150341493,-0.08024163292131785,0.1793506291404411,0.8996303927125331,-0.7225410170868312,0.0219654815523184,0
0.21615664940760887,0.650049793196986,-0.7589380518296527,-0.07381482837799105,0.09391680844261796,0.8245823718111127,-0.684157063094203,0.05968680537811936,0
0.22327150104441107,0.6253880808976563,-0.7529506608552634,-0.06657823512721846,0.00858446930961726,0.7616547147385754,-0.6426220194731251,0.09311564006986553,0
0.23450492981534943,0.6048444303407549,-0.7488681828994573,-0.05970132380672592,-0.07499552023866352,0.7149712149856366,-0.5989095434470907,0.12039663074417782,0
0.2493708008779269,0.5904970862910092,-0.7467313141060923,-0.05435165441075291,-0.15534284746036556,0.6875651490234174,-0.5540480568057717,0.14023877534780002,0
0.26723213719666283,0.5844326124682406,-0.7464954794532108,-0.051586735860493386,-0.2311702237353719,0.6812425109098352,-0.5090817704079735,0.151968122079599,0
0.28732646876247486,0.5885217955932515,-0.7480369248168494,-0.052250392511198576,-0.30139037880983177,0.6965685588469772,-0.4650330005436063,0.155514406795541,0
0.30879640846511563,0.6041801528134344,-0.7511620308145164,-0.05688386108401999,-0.36511107568586904,0.7329646165204908,-0.42286794255048565,0.1513400998336159,0
0.33072466641653514,0.6321402824520497,-0.7556192535559566,-0.06566070551895857,-0.421622472132647,0.7888876511983831,-0.3834675464531737,0.14032745484987058,0
0.35217238125805683,0.6722648022524995,-0.7611130113022642,-0.07835240930935228,-0.4703811519789697,0.8620567382381741,-0.3476045036995409,0.12364309732392013,0
0.3722192202225118,0.7234263840962059,-0.7673187639804863,-0.09432842632680855,-0.5109944349055677,0.949689353165901,-0.31592669866053935,0.1026000276736163,0
0.39000326604491287,0.7834753950188675,-0.7738984912157071,-0.11259094106393214,-0.5432073903202745,1.0487161539913366,-0.28894689791343675,0.0785339884177439,0
0.4047583849654503,0.8493064562410233,-0.7805157863706148,-0.13184108809423548,-0.566893624571321,1.155953670201015,-0.26703802410827654,0.05270593217706551,0
0.4158466708413637,0.9170239366767154,-0.7868498644603824,-0.1505703796032166,-0.5820496661745216,1.268227202191352,-0.25043313740074213,0.026236149692636594,0
0.42278376556566544,0.9821945122954331,-0.7926079313513468,-0.1671689735755943,-0.5887918613869969,1.3824481048299588,-0.23922922858325021,6.980318128889731e-05,0
0.4252553783973958,1.040164158958084,-0.7975355625186338,-0.18004140917621766,-0.5873542269778058,1.4956578815844004,-0.23339407126118608,-0.025030801506993966,0
0.42312409929599437,1.0864089373457289,-0.8014249553582335,-0.18772055969929155,-0.5780856850558642,1.605054685724046,-0.23277560940535275,-0.048474326855081656,0
0.41642649420438643,1.1168849006794446,-0.8041211019953622,-0.1889716233447587,-0.561445423770488,1.708015870989857,-0.23711358198210652,-0.06981652270335446,0
0.4053613229820386,1.1283429667335851,-0.8055260340940726,-0.18287965006286352,-0.537995623972481,1.80212446445309,-0.2460532307931247,-0.08873098647110579,0
0.39027037685791305,1.1185794480001812,-0.8056012873755781,-0.1689159891480636,-0.5083912926701519,1.8852000973590202,-0.25916095557149993,-0.10497944802967071,0
0.3716137795399014,1.0866012482064702,-0.804368619755811,-0.1469807865778814,-0.4733673196257658,1.9553285809034286,-0.2759416673127109,-0.11838468833058044,0
