AB_I_O,AB_PHI_O,AB_I_DO,AB_PHI_DO,CD_I_O,CD_PHI_O,CD_I_DO,CD_PHI_DO,label
-0.13828511805461496,0.23797437680589212,0.15840572947983364,0.09078755022939405,-0.2576201134829544,-1.115160072025537,0.26195998947820076,0.5664656166696557,0
-0.1182677752971969,0.3149077757284246,0.15594950147264564,0.06093715362178873,-0.23763870573262172,-1.0787088957803923,0.25333510462397374,0.5326258607035816,0
-0.09513343737342778,0.3853541242205918,0.15302608737422912,0.030136549060549262,-0.2152468985384627,-1.0311110698234764,0.24325494949163862,0.5008222929755854,0
-0.06864498083628087,0.44528863001006247,0.1494530638768253,-7.930046405356383e-05,-0.19054937505360972,-0.9724573083726044,0.23160634184773854,0.471431186298361,0
-0.03865911527373386,0.4915872376043988,0.1450644273006737,-0.028297949141293993,-0.16362189440596453,-0.9034051856992454,0.2183292455685319,0.444768867411771,0
-0.005138181899166039,0.5222242103396778,0.1397154825118282,-0.053319028746514494,-0.13450714025485105,-0.8251290465317571,0.20341585337557255,0.42111012064705194,0
0.03184007025543373,0.5363621600726288,0.13328620603580438,-0.07422009893926843,-0.10322105721576769,-0.739234951026497,0.18690613092958605,0.4006915184370722,0
0.0720751340242104,0.5343297506757896,0.12568355224100894,-0.09039592711705188,-0.06976921718192652,-0.6476535650700085,0.1688809229799334,0.3836989341788142,0
0.11523958898779985,0.5174958532151404,0.11684336280312144,-0.10157162119778615,-0.03417124848872949,-0.5525221442719122,0.14945395910351691,0.3702418607540378,0
0.16087923760097317,0.488060904823895,0.10673251626530306,-0.10779254148558715,0.0035098273347159425,-0.4560638310702866,0.12876410855450557,0.36031994004682655,0
0.20841881394603196,0.4487948888529334,0.09535171700754891,-0.1093953719517465,0.04313722124473396,-0.36046968674011803,0.10696902408017207,0.35378891953840236,0
0.2571744914984719,0.4027555894642824,0.0827389289335449,-0.1069651545795437,0.08447302067821344,-0.2677872069029667,0.0842409249378742,0.3503338819497942,0
0.3063740508773812,0.3530202388728418,0.06897300981841581,-0.10128274796814882,0.12715760583542435,-0.17981897086026752,0.06076477285091858,0.34945699975049277,0
0.35518487727875797,0.30245879966168243,0.054176715678171374,-0.0932664694293713,0.17069890505721363,-0.09803635483714584,0.036738582150904545,0.35048535559672334,0
0.4027489895859302,0.253568960549753,0.03851802747653791,-0.08391102093882166,0.2144736052990261,-0.023515128659601536,0.01237516800655035,0.352601779290719,0
0.4482231756316387,0.20838291116933683,0.022208776602142564,-0.07422644650788236,0.25774133766364576,0.04309881713147751,-0.012095652648129271,0.3548985083310798,0
0.49082120507636084,0.16844564049126687,0.005499828248263339,-0.06517986895378025,0.29967172014152565,0.10158544536452041,-0.036425492679649576,0.3564501473272575,0
0.5298542410530533,0.13485525510804425,-0.011327421830780254,-0.0576429490231759,0.3393830350670677,0.1521023801799289,-0.06034744981597373,0.35639925743184947,0
0.5647651882680472,0.10834868231850686,-0.027972867955911085,-0.052348114161496644,0.37599028797450956,0.19509136405075284,-0.08357851786104112,0.3540453342994781,0
0.5951529412529929,0.08941173322219775,-0.044131854349895056,-0.04985631893264745,0.4086594597757473,0.23114476795345443,-0.10582471899452159,0.34892630162543303,0
0.6207833751011814,0.07839106845878419,-0.05951021379027295,-0.05053823148719034,0.4366639593909993,0.2608450143289726,-0.12678891233278355,0.34088127741109847,0
0.6415853823740045,0.07558703329068545,-0.07383846871030862,-0.05456930089137825,0.45943867252605697,0.2845966417385326,-0.14618084804199555,0.33008449834908865,0
